"","Year","Geography","Age at time of death","Sex","Leading causes of death (ICD-10)","Value"
"1213","2019","data.Canada","data.All ages","data.Males","data.Alzheimer's disease",10.7
"1214","2019","data.Canada","data.All ages","data.Males","data.Diseases of heart",154.3
"1215","2019","data.Canada","data.All ages","data.Males","data.Cerebrovascular diseases",32.1
"1216","2019","data.Canada","data.All ages","data.Males","data.Influenza and pneumonia",17.6
"1217","2019","data.Canada","data.All ages","data.Males","data.Chronic lower respiratory diseases",34.2
"1218","2019","data.Canada","data.All ages","data.Males","data.Chronic liver disease and cirrhosis",12.8
"1219","2019","data.Canada","data.All ages","data.Males","data.Accidents (unintentional injuries)",46.2
"1220","2019","data.Canada","data.All ages","data.Males","data.Intentional self-harm (suicide)",18.4
"1221","2019","data.Canada","data.All ages","data.Females","data.Malignant neoplasms",197.9
"1222","2019","data.Canada","data.All ages","data.Females","data.Diabetes mellitus",16.1
"1223","2019","data.Canada","data.All ages","data.Females","data.Alzheimer's disease",22.1
"1224","2019","data.Canada","data.All ages","data.Females","data.Diseases of heart",129.6
"1225","2019","data.Canada","data.All ages","data.Females","data.Cerebrovascular diseases",40.9
"1226","2019","data.Canada","data.All ages","data.Females","data.Influenza and pneumonia",19.3
"1227","2019","data.Canada","data.All ages","data.Females","data.Chronic lower respiratory diseases",34.5
"1228","2019","data.Canada","data.All ages","data.Females","data.Chronic liver disease and cirrhosis",6.9
"1229","2019","data.Canada","data.All ages","data.Females","data.Accidents (unintentional injuries)",33.4
"1230","2019","data.Canada","data.All ages","data.Females","data.Intentional self-harm (suicide)",5.8
"1231","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Malignant neoplasms",2.1
"1232","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Diabetes mellitus",0
"1233","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Alzheimer's disease",0
"1234","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Diseases of heart",0.4
"1235","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Cerebrovascular diseases",0.2
"1236","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Influenza and pneumonia",0.3
"1237","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic lower respiratory diseases",0.1
"1238","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic liver disease and cirrhosis",0
"1239","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Accidents (unintentional injuries)",2.3
"1240","2019","data.Canada","data.1 to 14 years","data.Both sexes","data.Intentional self-harm (suicide)",0.6
"1241","2019","data.Canada","data.1 to 14 years","data.Males","data.Malignant neoplasms",2.6
"1242","2019","data.Canada","data.1 to 14 years","data.Males","data.Diabetes mellitus",0
"1243","2019","data.Canada","data.1 to 14 years","data.Males","data.Alzheimer's disease",0
"1244","2019","data.Canada","data.1 to 14 years","data.Males","data.Diseases of heart",0.3
"1245","2019","data.Canada","data.1 to 14 years","data.Males","data.Cerebrovascular diseases",0.3
"1246","2019","data.Canada","data.1 to 14 years","data.Males","data.Influenza and pneumonia",0.3
"1247","2019","data.Canada","data.1 to 14 years","data.Males","data.Chronic lower respiratory diseases",0.1
"1248","2019","data.Canada","data.1 to 14 years","data.Males","data.Chronic liver disease and cirrhosis",0
"1249","2019","data.Canada","data.1 to 14 years","data.Males","data.Accidents (unintentional injuries)",2.8
"1250","2019","data.Canada","data.1 to 14 years","data.Males","data.Intentional self-harm (suicide)",0.6
"1251","2019","data.Canada","data.1 to 14 years","data.Females","data.Malignant neoplasms",1.5
"1252","2019","data.Canada","data.1 to 14 years","data.Females","data.Diabetes mellitus",0
"1253","2019","data.Canada","data.1 to 14 years","data.Females","data.Alzheimer's disease",0
"1254","2019","data.Canada","data.1 to 14 years","data.Females","data.Diseases of heart",0.5
"1255","2019","data.Canada","data.1 to 14 years","data.Females","data.Cerebrovascular diseases",0.1
"1256","2019","data.Canada","data.1 to 14 years","data.Females","data.Influenza and pneumonia",0.4
"1257","2019","data.Canada","data.1 to 14 years","data.Females","data.Chronic lower respiratory diseases",0
"1258","2019","data.Canada","data.1 to 14 years","data.Females","data.Chronic liver disease and cirrhosis",0
"1259","2019","data.Canada","data.1 to 14 years","data.Females","data.Accidents (unintentional injuries)",1.8
"1260","2019","data.Canada","data.1 to 14 years","data.Females","data.Intentional self-harm (suicide)",0.7
"1261","2019","data.Canada","data.15 to 24","data.Both sexes","data.Malignant neoplasms",3.2
"1262","2019","data.Canada","data.15 to 24","data.Both sexes","data.Diabetes mellitus",0.2
"1263","2019","data.Canada","data.15 to 24","data.Both sexes","data.Alzheimer's disease",0
"1264","2019","data.Canada","data.15 to 24","data.Both sexes","data.Diseases of heart",1.2
"1265","2019","data.Canada","data.15 to 24","data.Both sexes","data.Cerebrovascular diseases",0.2
"1266","2019","data.Canada","data.15 to 24","data.Both sexes","data.Influenza and pneumonia",0.2
"1267","2019","data.Canada","data.15 to 24","data.Both sexes","data.Chronic lower respiratory diseases",0.1
"1268","2019","data.Canada","data.15 to 24","data.Both sexes","data.Chronic liver disease and cirrhosis",0
"1269","2019","data.Canada","data.15 to 24","data.Both sexes","data.Accidents (unintentional injuries)",16
"1270","2019","data.Canada","data.15 to 24","data.Both sexes","data.Intentional self-harm (suicide)",12.4
"1271","2019","data.Canada","data.15 to 24","data.Males","data.Malignant neoplasms",3.6
"1272","2019","data.Canada","data.15 to 24","data.Males","data.Diabetes mellitus",0.3
"1273","2019","data.Canada","data.15 to 24","data.Males","data.Alzheimer's disease",0
"1274","2019","data.Canada","data.15 to 24","data.Males","data.Diseases of heart",1.4
"1275","2019","data.Canada","data.15 to 24","data.Males","data.Cerebrovascular diseases",0.2
"1276","2019","data.Canada","data.15 to 24","data.Males","data.Influenza and pneumonia",0.3
"1277","2019","data.Canada","data.15 to 24","data.Males","data.Chronic lower respiratory diseases",0.1
"1278","2019","data.Canada","data.15 to 24","data.Males","data.Chronic liver disease and cirrhosis",0
"1279","2019","data.Canada","data.15 to 24","data.Males","data.Accidents (unintentional injuries)",21.9
"1280","2019","data.Canada","data.15 to 24","data.Males","data.Intentional self-harm (suicide)",17
"1281","2019","data.Canada","data.15 to 24","data.Females","data.Malignant neoplasms",2.8
"1282","2019","data.Canada","data.15 to 24","data.Females","data.Diabetes mellitus",0.1
"1283","2019","data.Canada","data.15 to 24","data.Females","data.Alzheimer's disease",0
"1284","2019","data.Canada","data.15 to 24","data.Females","data.Diseases of heart",0.9
"1285","2019","data.Canada","data.15 to 24","data.Females","data.Cerebrovascular diseases",0.2
"1286","2019","data.Canada","data.15 to 24","data.Females","data.Influenza and pneumonia",0.2
"1287","2019","data.Canada","data.15 to 24","data.Females","data.Chronic lower respiratory diseases",0.1
"1288","2019","data.Canada","data.15 to 24","data.Females","data.Chronic liver disease and cirrhosis",0.1
"1289","2019","data.Canada","data.15 to 24","data.Females","data.Accidents (unintentional injuries)",9.6
"1290","2019","data.Canada","data.15 to 24","data.Females","data.Intentional self-harm (suicide)",7.5
"1291","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Malignant neoplasms",6.9
"1292","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Diabetes mellitus",1
"1293","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Alzheimer's disease",0
"1294","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Diseases of heart",2.6
"1295","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Cerebrovascular diseases",0.9
"1296","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Influenza and pneumonia",0.7
"1297","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic lower respiratory diseases",0.2
"1298","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic liver disease and cirrhosis",1
"1299","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Accidents (unintentional injuries)",25.1
"1300","2019","data.Canada","data.25 to 34 years","data.Both sexes","data.Intentional self-harm (suicide)",14.4
"1301","2019","data.Canada","data.25 to 34 years","data.Males","data.Malignant neoplasms",7.4
"1302","2019","data.Canada","data.25 to 34 years","data.Males","data.Diabetes mellitus",1.2
"1303","2019","data.Canada","data.25 to 34 years","data.Males","data.Alzheimer's disease",0
"1304","2019","data.Canada","data.25 to 34 years","data.Males","data.Diseases of heart",3.2
"1305","2019","data.Canada","data.25 to 34 years","data.Males","data.Cerebrovascular diseases",0.9
"1306","2019","data.Canada","data.25 to 34 years","data.Males","data.Influenza and pneumonia",0.7
"1307","2019","data.Canada","data.25 to 34 years","data.Males","data.Chronic lower respiratory diseases",0.3
"1308","2019","data.Canada","data.25 to 34 years","data.Males","data.Chronic liver disease and cirrhosis",1.1
"1309","2019","data.Canada","data.25 to 34 years","data.Males","data.Accidents (unintentional injuries)",36.2
"1310","2019","data.Canada","data.25 to 34 years","data.Males","data.Intentional self-harm (suicide)",21.9
"1311","2019","data.Canada","data.25 to 34 years","data.Females","data.Malignant neoplasms",6.5
"1312","2019","data.Canada","data.25 to 34 years","data.Females","data.Diabetes mellitus",0.7
"1313","2019","data.Canada","data.25 to 34 years","data.Females","data.Alzheimer's disease",0
"1314","2019","data.Canada","data.25 to 34 years","data.Females","data.Diseases of heart",2
"1315","2019","data.Canada","data.25 to 34 years","data.Females","data.Cerebrovascular diseases",0.9
"1316","2019","data.Canada","data.25 to 34 years","data.Females","data.Influenza and pneumonia",0.6
"1317","2019","data.Canada","data.25 to 34 years","data.Females","data.Chronic lower respiratory diseases",0.2
"1318","2019","data.Canada","data.25 to 34 years","data.Females","data.Chronic liver disease and cirrhosis",0.9
"1319","2019","data.Canada","data.25 to 34 years","data.Females","data.Accidents (unintentional injuries)",13.5
"1320","2019","data.Canada","data.25 to 34 years","data.Females","data.Intentional self-harm (suicide)",6.7
"1321","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Malignant neoplasms",22
"1322","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Diabetes mellitus",2.4
"1323","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Alzheimer's disease",0
"1324","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Diseases of heart",9.6
"1325","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Cerebrovascular diseases",2
"1326","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Influenza and pneumonia",1.5
"1327","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic lower respiratory diseases",0.4
"1328","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic liver disease and cirrhosis",3.3
"1329","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Accidents (unintentional injuries)",25.4
"1330","2019","data.Canada","data.35 to 44 years","data.Both sexes","data.Intentional self-harm (suicide)",14.6
"1331","2019","data.Canada","data.35 to 44 years","data.Males","data.Malignant neoplasms",18.8
"1332","2019","data.Canada","data.35 to 44 years","data.Males","data.Diabetes mellitus",3.1
"1333","2019","data.Canada","data.35 to 44 years","data.Males","data.Alzheimer's disease",0
"1334","2019","data.Canada","data.35 to 44 years","data.Males","data.Diseases of heart",14.1
"1335","2019","data.Canada","data.35 to 44 years","data.Males","data.Cerebrovascular diseases",2.1
"1336","2019","data.Canada","data.35 to 44 years","data.Males","data.Influenza and pneumonia",1.9
"1337","2019","data.Canada","data.35 to 44 years","data.Males","data.Chronic lower respiratory diseases",0.2
"1338","2019","data.Canada","data.35 to 44 years","data.Males","data.Chronic liver disease and cirrhosis",4.1
"1339","2019","data.Canada","data.35 to 44 years","data.Males","data.Accidents (unintentional injuries)",38.2
"1340","2019","data.Canada","data.35 to 44 years","data.Males","data.Intentional self-harm (suicide)",22.5
"1341","2019","data.Canada","data.35 to 44 years","data.Females","data.Malignant neoplasms",25.1
"1342","2019","data.Canada","data.35 to 44 years","data.Females","data.Diabetes mellitus",1.8
"1343","2019","data.Canada","data.35 to 44 years","data.Females","data.Alzheimer's disease",0
"1344","2019","data.Canada","data.35 to 44 years","data.Females","data.Diseases of heart",5.1
"1345","2019","data.Canada","data.35 to 44 years","data.Females","data.Cerebrovascular diseases",1.9
"1346","2019","data.Canada","data.35 to 44 years","data.Females","data.Influenza and pneumonia",1.1
"1347","2019","data.Canada","data.35 to 44 years","data.Females","data.Chronic lower respiratory diseases",0.6
"1348","2019","data.Canada","data.35 to 44 years","data.Females","data.Chronic liver disease and cirrhosis",2.5
"1349","2019","data.Canada","data.35 to 44 years","data.Females","data.Accidents (unintentional injuries)",12.8
"1350","2019","data.Canada","data.35 to 44 years","data.Females","data.Intentional self-harm (suicide)",6.8
"1351","2019","data.Canada","data.45 to 54 years","data.Both sexes","data.Malignant neoplasms",75.6
"1352","2019","data.Canada","data.45 to 54 years","data.Both sexes","data.Diabetes mellitus",6.3
